cas,ir_labels,uv_labels,ir_peaks,uv_peaks
109-66-0,"['ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'anhydride_co', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_asym', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'amine_nh_primary', 'alkane_ch_sp3', 'amine_cn', 'sulfate_so4', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[1446.0921843687374, 2953.9078156312626, 645.2905811623247, 811.2224448897796, 876.1523046092184, 941.0821643286573, 1042.0841683366734, 1092.5851703406813, 1193.5871743486973, 1280.1603206412826, 1410.0200400801605, 1828.4569138276554, 2001.6032064128258, 2095.3907815631264, 2434.4689378757516, 2643.687374749499, 2694.188376753507, 2759.118236472946, 3141.482965931864, 3350.7014028056115, 3494.9899799599198, 3834.068136272545, 3949.498997995992, 508.21643286573146, 681.3627254509017, 796.7935871743487, 883.3667334669339, 941.0821643286573, 1099.7995991983967, 1193.5871743486973, 1410.0200400801605, 1554.308617234469, 2102.605210420842, 2759.118236472946, 2896.1923847695393, 580.3607214428857, 811.2224448897796, 883.3667334669339, 955.5110220440882, 1056.5130260521041, 1107.0140280561122, 1200.801603206413, 1287.374749498998, 1417.2344689378758, 1532.6653306613227, 1640.881763527054, 1821.2424849699398, 1965.5310621242486, 2102.605210420842, 2506.613226452906, 2773.547094188377, 3119.8396793587176, 3336.2725450901803, 3545.490981963928, 3711.422845691383, 3826.85370741483, 3978.3567134268537, 421.64328657314627, 645.2905811623247, 811.2224448897796, 955.5110220440882, 1417.2344689378758, 1525.4509018036072, 1850.1002004008017, 2903.4068136272545, 3978.3567134268537, 421.64328657314627, 652.5050100200401, 818.4368737474949, 955.5110220440882, 1410.0200400801605, 1518.2364729458918, 1842.885771543086, 2903.4068136272545, 3119.8396793587176, 3978.3567134268537]",[]
603-35-0,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'aromatic_ch', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[457.71543086172346, 573.1462925851704, 724.6492985971944, 811.2224448897796, 868.937875751503, 933.8677354709419, 1006.0120240480962, 1049.2985971943888, 1135.871743486974, 1222.4448897795592, 1287.374749498998, 1352.3046092184368, 1410.0200400801605, 1460.5210420841684, 1511.0220440881765, 1561.5230460921844, 1633.6673346693387, 1691.3827655310622, 1792.3847695390782, 1857.314629258517, 1929.4589178356714, 2023.246492985972, 3033.2665330661325, 3112.625250501002, 3790.7815631262524]","[234.11371237458195, 264.2140468227425, 312.3745819397993]"
96-22-0,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'aldehyde_co', 'ketone_co', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'carboxylic_acid_co', 'sulfate_so4']",[],"[688.5771543086173, 876.1523046092184, 984.3687374749499, 1056.5130260521041, 1150.3006012024048, 1280.1603206412826, 1410.0200400801605, 1575.9519038076153, 1893.3867735470942, 2535.4709418837674, 3292.9859719438878, 3516.633266533066, 3978.3567134268537, 811.2224448897796, 933.8677354709419, 1013.2264529058116, 1092.5851703406813, 1337.875751503006, 1453.306613226453, 1648.0961923847697, 1720.2404809619238, 1777.9559118236473, 2975.551102204409, 3018.8376753507014, 3415.6312625250503]",[]
75-36-5,"['ether_co', 'aromatic_cc', 'amide_cn', 'amine_nh_secondary', 'thiol_sh', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'amine_nh_primary', 'sulfate_so4', 'amine_cn', 'alkene_cc', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad', 'amide_co']",[],"[486.5731462925852, 558.7174348697395, 746.2925851703407, 825.6513026052105, 998.7975951903808, 1056.5130260521041, 1244.0881763527054, 1323.4468937875752, 1402.805611222445, 1489.37875751503, 1655.310621242485, 1749.0981963927857, 1871.743486973948, 2008.8176352705411, 2117.0340681362723, 2593.186372745491, 2910.62124248497, 3473.3466933867735, 3646.492985971944, 3761.923847695391, 825.6513026052105, 905.0100200400802, 998.7975951903808, 1049.2985971943888, 1251.302605210421, 1330.6613226452905, 1395.5911823647293, 1489.37875751503, 1655.310621242485, 1741.88376753507, 1886.1723446893789, 2528.2565130260523, 2816.8336673346694, 2989.9799599198395, 3451.703406813627, 3963.927855711423]","[218.06020066889633, 256.18729096989966]"
107-02-8,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'carboxylic_acid_co', 'anhydride_co', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'alkene_cc', 'ketone_co', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[464.92985971943887, 623.6472945891784, 775.1503006012024, 868.937875751503, 926.6533066132265, 1063.7274549098197, 1229.6593186372745, 1301.803607214429, 1381.1623246492986, 1438.877755511022, 1583.1663326653306, 1633.6673346693387, 1792.3847695390782, 1886.1723446893789, 2196.392785571142, 2347.895791583166, 2463.3266533066135, 2715.831663326653, 2773.547094188377, 2939.478957915832, 3011.623246492986, 3249.699398797595, 3336.2725450901803, 3632.064128256513, 3783.5671342685373, 565.9318637274549, 912.2244488977956, 1150.3006012024048, 1395.5911823647293, 1590.3807615230462, 1713.0260521042085, 1799.5991983967936, 1915.0300601202405, 2795.190380761523, 3076.553106212425, 3401.202404809619, 688.5771543086173, 782.3647294589179, 941.0821643286573, 1070.941883767535, 1200.801603206413, 1323.4468937875752, 1388.3767535070142, 1453.306613226453, 1518.2364729458918, 1648.0961923847697, 1785.1703406813626, 1857.314629258517, 1958.316633266533, 2470.5410821643286, 2903.4068136272545, 3040.4809619238476, 3271.3426853707415, 3487.7755511022046, 3747.49498997996]","[336.45484949832775, 386.6220735785953]"
299-84-3,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'sulfate_so4']",[],"[703.0060120240481, 832.8657314629259, 948.2965931863728, 1049.2985971943888, 1099.7995991983967, 1222.4448897795592, 1330.6613226452905, 1410.0200400801605, 1453.306613226453, 2852.9058116232463, 2946.693386773547]",[]
75-69-4,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4']",[],"[472.1442885771543, 645.2905811623247, 688.5771543086173, 883.3667334669339, 962.7254509018036, 1128.6573146292585, 1208.0160320641282, 1547.0941883767534, 1727.4549098196394, 2203.607214428858, 3769.138276553106, 789.5791583166333, 832.8657314629259, 912.2244488977956, 1070.941883767535]",[]
624-83-9,"['alkyne_cc', 'nitro_no2_sym', 'isocyanate_nco', 'alkyl_halide_ccl', 'nitrile_cn', 'alkyl_halide_cbr', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'alkyl_halide_cI']",[],"[609.2184368737475, 854.5090180360721, 1417.2344689378758, 2254.1082164328654, 2456.112224448898, 2939.478957915832, 551.5030060120241, 674.1482965931864, 991.5831663326653, 1330.6613226452905, 1727.4549098196394, 2398.396793587174, 2535.4709418837674, 3307.4148296593185, 3776.3527054108217, 551.5030060120241, 666.9338677354709, 984.3687374749499, 1330.6613226452905, 1979.9599198396793, 2405.61122244489, 2751.9038076152306, 3300.2004008016033, 3776.3527054108217]",[]
100-37-8,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c']",[],"[551.5030060120241, 717.4348697394789, 789.5791583166333, 868.937875751503, 1034.8697394789579, 1193.5871743486973, 1381.1623246492986, 1446.0921843687374, 2751.9038076152306, 2795.190380761523, 2874.5490981963926, 2961.122244488978, 3004.4088176352707, 3516.633266533066]",[]
108-05-4,"['ether_co', 'aromatic_cc', 'amine_nh_secondary', 'amide_cn', 'carboxylic_acid_co', 'thiol_sh', 'anhydride_co', 'amide_nh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'amine_nh_primary', 'amine_cn', 'alkene_cc', 'ketone_co', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad', 'amide_co']",[],"[868.937875751503, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1143.0861723446894, 1222.4448897795592, 1294.5891783567135, 1373.947895791583, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1301.803607214429, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 421.64328657314627, 486.5731462925852, 674.1482965931864, 739.0781563126252, 912.2244488977956, 984.3687374749499, 1099.7995991983967, 1171.943887775551, 1272.9458917835673, 1330.6613226452905, 1417.2344689378758, 1532.6653306613227, 1705.811623246493, 1835.6713426853707, 1929.4589178356714, 2023.246492985972, 2102.605210420842, 2203.607214428858, 2261.322645290581, 2319.0380761523047, 2391.1823647294586, 2686.9739478957918, 2816.8336673346694, 2975.551102204409, 3076.553106212425, 3473.3466933867735, 3776.3527054108217, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1143.0861723446894, 1222.4448897795592, 1294.5891783567135, 1373.947895791583, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1143.0861723446894, 1222.4448897795592, 1294.5891783567135, 1373.947895791583, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1301.803607214429, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1301.803607214429, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 962.7254509018036, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1301.803607214429, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1143.0861723446894, 1222.4448897795592, 1294.5891783567135, 1373.947895791583, 1655.310621242485, 1785.1703406813626, 868.937875751503, 955.5110220440882, 1020.440881763527, 1143.0861723446894, 1222.4448897795592, 1294.5891783567135, 1373.947895791583, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 876.1523046092184, 955.5110220440882, 1027.6553106212425, 1150.3006012024048, 1222.4448897795592, 1301.803607214429, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 565.9318637274549, 616.4328657314629, 681.3627254509017, 746.2925851703407, 919.438877755511, 991.5831663326653, 1092.5851703406813, 1171.943887775551, 1272.9458917835673, 1330.6613226452905, 1410.0200400801605, 1482.1643286573146, 1604.809619238477, 1676.9539078156313, 1922.2444889779558, 2023.246492985972, 2203.607214428858, 2383.9679358717435, 2528.2565130260523, 3076.553106212425, 3379.559118236473, 3776.3527054108217, 876.1523046092184, 955.5110220440882, 1020.440881763527, 1150.3006012024048, 1222.4448897795592, 1294.5891783567135, 1381.1623246492986, 1655.310621242485, 1785.1703406813626, 594.7895791583167, 861.7234468937876, 998.7975951903808, 1128.6573146292585, 1200.801603206413, 1244.0881763527054, 1359.5190380761524, 1633.6673346693387, 1756.312625250501]",[266.2207357859532]
630-08-0,"['alkyne_cc', 'amine_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[508.21643286573146, 2109.819639278557, 2160.3206412825652, 479.35871743486973, 1200.801603206413, 2145.8917835671346, 2282.9659318637277, 3783.5671342685373]",[]
71-43-2,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'anhydride_co', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[681.3627254509017, 1042.0841683366734, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 3047.695390781563, 3098.1963927855713, 681.3627254509017, 1042.0841683366734, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 472.1442885771543, 796.7935871743487, 883.3667334669339, 1056.5130260521041, 1330.6613226452905, 1417.2344689378758, 1503.807615230461, 1554.308617234469, 1734.6693386773547, 1842.885771543086, 1987.1743486973949, 2246.8937875751503, 2347.895791583166, 3062.124248496994, 3776.3527054108217, 645.2905811623247, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1806.8136272545091, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1806.8136272545091, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 659.7194388777555, 688.5771543086173, 731.8637274549098, 1034.8697394789579, 1482.1643286573146, 1806.8136272545091, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 681.3627254509017, 1042.0841683366734, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 659.7194388777555, 688.5771543086173, 731.8637274549098, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1806.8136272545091, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 681.3627254509017, 1042.0841683366734, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 703.0060120240481, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 472.1442885771543, 623.6472945891784, 724.6492985971944, 969.939879759519, 1121.442885771543, 1424.4488977955912, 1554.308617234469, 1850.1002004008017, 2362.3246492985973, 2903.4068136272545, 2997.194388777555, 3076.553106212425, 3141.482965931864, 3776.3527054108217, 681.3627254509017, 1042.0841683366734, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 2896.1923847695393, 3047.695390781563, 3098.1963927855713, 645.2905811623247, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1806.8136272545091, 1958.316633266533, 3047.695390781563, 3098.1963927855713, 674.1482965931864, 1034.8697394789579, 1467.7354709418837, 1792.3847695390782, 1951.1022044088177, 2989.9799599198395, 3033.2665330661325, 3076.553106212425, 674.1482965931864, 1034.8697394789579, 1482.1643286573146, 1814.0280561122245, 1958.316633266533, 3047.695390781563, 3098.1963927855713]",[]
10024-97-2,"['amine_cn', 'benzene_ring_breathing', 'alkyne_cc', 'thiol_sh', 'nitro_no2_sym', 'amide_nh', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'nitrile_cn', 'amine_nh_secondary', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'amine_nh_primary']",[],"[493.7875751503006, 1034.8697394789579, 1215.2304609218436, 1287.374749498998, 1337.875751503006, 1597.5951903807616, 2037.6753507014027, 2225.250501002004, 2275.751503006012, 2499.3987975951904, 2557.1142284569137, 2614.8296593186374, 2838.4769539078156, 3401.202404809619, 3458.917835671343, 3509.418837675351, 3769.138276553106, 594.7895791583167, 1258.5170340681361, 1287.374749498998, 2189.178356713427, 2232.4649298597196, 2564.3286573146293, 3480.561122244489]",[]
594-72-9,"['amine_cn', 'aromatic_out_of_plane_ch', 'alkyne_cc', 'nitro_no2_sym', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[522.6452905811623, 674.1482965931864, 796.7935871743487, 1085.370741482966, 1121.442885771543, 1316.2324649298598, 1373.947895791583, 1431.6633266533067, 1590.3807615230462, 1640.881763527054, 2896.1923847695393, 472.1442885771543, 580.3607214428857, 753.5070140280561, 832.8657314629259, 991.5831663326653, 1222.4448897795592, 1359.5190380761524, 1410.0200400801605, 1467.7354709418837, 2102.605210420842, 2802.4048096192387, 3783.5671342685373]",[]
103-65-1,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkyne_cc', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[472.1442885771543, 551.5030060120241, 674.1482965931864, 724.6492985971944, 760.7214428857715, 876.1523046092184, 1078.1563126252504, 1373.947895791583, 1438.877755511022, 1590.3807615230462, 1792.3847695390782, 2874.5490981963926, 2953.9078156312626, 3026.052104208417, 609.2184368737475, 666.9338677354709, 717.4348697394789, 789.5791583166333, 840.0801603206413, 933.8677354709419, 1070.941883767535, 1128.6573146292585, 1222.4448897795592, 1352.3046092184368, 1395.5911823647293, 1474.9498997995993, 1518.2364729458918, 1633.6673346693387, 1684.1683366733466, 1777.9559118236473, 1842.885771543086, 1915.0300601202405, 2102.605210420842, 2456.112224448898, 2896.1923847695393, 3004.4088176352707, 3054.909819639279, 3300.2004008016033, 3935.070140280561]","[228.09364548494983, 260.2006688963211]"
497-19-8,[],[],[],[]
56-55-3,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'alkyl_halide_ccl', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr']",[],"[674.1482965931864, 731.8637274549098, 782.3647294589179, 861.7234468937876, 933.8677354709419, 1013.2264529058116, 1135.871743486974, 1215.2304609218436, 1373.947895791583, 1453.306613226453, 1734.6693386773547, 1900.6012024048096, 3054.909819639279, 3098.1963927855713, 3494.9899799599198, 450.501002004008, 493.7875751503006, 515.4308617234469, 558.7174348697395, 594.7895791583167, 703.0060120240481, 760.7214428857715, 818.4368737474949, 905.0100200400802, 969.939879759519, 1042.0841683366734, 1128.6573146292585, 1171.943887775551, 1229.6593186372745, 1366.7334669338677, 1640.881763527054, 1698.5971943887776, 1756.312625250501, 1850.1002004008017, 1936.6733466933867, 1979.9599198396793, 2117.0340681362723, 2816.8336673346694, 3285.771543086172, 3790.7815631262524]",[]
123-92-2,"['ether_co', 'aromatic_cc', 'amide_cn', 'amine_nh_secondary', 'anhydride_co', 'alkyl_halide_ccl', 'amide_nh', 'ester_co_c', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'amine_nh_primary', 'alkene_cc', 'alkene_out_of_plane_ch', 'carboxylic_acid_oh_broad']",[],"[573.1462925851704, 666.9338677354709, 1128.6573146292585, 1323.4468937875752, 1417.2344689378758, 1525.4509018036072, 1893.3867735470942, 3249.699398797595, 3963.927855711423, 1034.8697394789579, 1186.372745490982, 1229.6593186372745, 1359.5190380761524, 1453.306613226453, 1756.312625250501, 1799.5991983967936, 2953.9078156312626, 3004.4088176352707, 472.1442885771543, 580.3607214428857, 623.6472945891784, 681.3627254509017, 832.8657314629259, 897.7955911823647, 984.3687374749499, 1092.5851703406813, 1186.372745490982, 1330.6613226452905, 1410.0200400801605, 1496.5931863727455, 1626.4529058116232, 1958.316633266533, 2203.607214428858, 2340.681362725451, 2888.9779559118238, 3393.987975951904, 3740.2805611222448]",[]
110-83-8,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'aromatic_cc', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'sulfate_so4']",[],"[623.6472945891784, 710.2204408817636, 890.5811623246493, 1034.8697394789579, 1431.6633266533067, 1633.6673346693387, 2845.691382765531, 2917.8356713426856, 2961.122244488978, 3033.2665330661325, 493.7875751503006, 695.7915831663327, 782.3647294589179, 840.0801603206413, 897.7955911823647, 962.7254509018036, 1070.941883767535, 1179.1583166332666, 1301.803607214429, 1410.0200400801605, 1496.5931863727455, 1842.885771543086, 2542.685370741483, 2737.4749498997994, 2809.619238476954, 2896.1923847695393, 2997.194388777555, 3769.138276553106, 544.2885771543087, 695.7915831663327, 789.5791583166333, 854.5090180360721, 897.7955911823647, 955.5110220440882, 1114.2284569138278, 1164.7294589178357, 1294.5891783567135, 1366.7334669338677, 1568.7374749498997, 1633.6673346693387, 1770.741482965932, 2037.6753507014027, 2723.0460921843687, 3004.4088176352707, 3054.909819639279, 3155.9118236472946, 421.64328657314627, 529.8597194388777, 695.7915831663327, 789.5791583166333, 854.5090180360721, 897.7955911823647, 955.5110220440882, 1013.2264529058116, 1114.2284569138278, 1200.801603206413, 1294.5891783567135, 1373.947895791583, 1583.1663326653306, 1633.6673346693387, 1684.1683366733466, 1864.5290581162326, 2044.8897795591183, 2131.4629258517034, 2369.539078156313, 2549.8997995991986, 2629.258517034068, 2744.689378757515, 2989.9799599198395, 3249.699398797595, 3502.2044088176353, 486.5731462925852, 695.7915831663327, 775.1503006012024, 840.0801603206413, 897.7955911823647, 962.7254509018036, 1092.5851703406813, 1179.1583166332666, 1301.803607214429, 1410.0200400801605, 1496.5931863727455, 1814.0280561122245, 2549.8997995991986, 2737.4749498997994, 2816.8336673346694, 2888.9779559118238, 2997.194388777555, 3776.3527054108217]",[202.0066889632107]
