cas,ir_labels,uv_labels,ir_peaks,uv_peaks
71-36-3,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'ether_co', 'amide_nh', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'ester_co_c', 'sulfate_so4']",[],"[847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2961.122244488978, 3668.1362725450904, 854.5090180360721, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 501.002004008016, 832.8657314629259, 1034.8697394789579, 1193.5871743486973, 1373.947895791583, 2874.5490981963926, 2953.9078156312626, 3660.921843687375, 847.2945891783568, 955.5110220440882, 1070.941883767535, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2961.122244488978, 3668.1362725450904, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2961.122244488978, 3668.1362725450904, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2961.122244488978, 3668.1362725450904, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2961.122244488978, 3668.1362725450904, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1070.941883767535, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2961.122244488978, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1070.941883767535, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 695.7915831663327, 775.1503006012024, 868.937875751503, 969.939879759519, 1049.2985971943888, 1150.3006012024048, 1417.2344689378758, 2362.3246492985973, 2896.1923847695393, 3112.625250501002, 3581.563126252505, 3776.3527054108217, 847.2945891783568, 955.5110220440882, 1070.941883767535, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 717.4348697394789, 825.6513026052105, 876.1523046092184, 919.438877755511, 969.939879759519, 1049.2985971943888, 1164.7294589178357, 1236.8737474949899, 1410.0200400801605, 1886.1723446893789, 2888.9779559118238, 3054.909819639279, 3588.7775551102204, 3776.3527054108217, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1070.941883767535, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 703.0060120240481, 811.2224448897796, 861.7234468937876, 912.2244488977956, 962.7254509018036, 1157.5150300601204, 1258.5170340681361, 1395.5911823647293, 1871.743486973948, 2109.819639278557, 2888.9779559118238, 3026.052104208417, 3797.995991983968, 847.2945891783568, 955.5110220440882, 1070.941883767535, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055, 847.2945891783568, 955.5110220440882, 1063.7274549098197, 1215.2304609218436, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 3675.3507014028055]",[]
76-06-2,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'ether_co', 'alkyl_halide_ccl', 'sulfone_so2', 'alkyl_halide_cbr', 'aromatic_cc', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[565.9318637274549, 695.7915831663327, 767.935871743487, 1092.5851703406813, 1337.875751503006, 1388.3767535070142, 1669.739478957916, 3790.7815631262524, 551.5030060120241, 688.5771543086173, 760.7214428857715, 876.1523046092184, 1020.440881763527, 1330.6613226452905, 1373.947895791583, 1568.7374749498997, 1943.8877755511023, 2477.755511022044, 2672.5450901803606, 3011.623246492986, 3783.5671342685373, 703.0060120240481, 782.3647294589179, 868.937875751503, 1265.7314629258517, 1294.5891783567135, 1323.4468937875752, 1547.0941883767534, 1597.5951903807616, 1806.8136272545091, 2910.62124248497]",[]
106-97-8,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'nitro_no2_asym', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI']",[],"[969.939879759519, 1388.3767535070142, 1474.9498997995993, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 472.1442885771543, 854.5090180360721, 1099.7995991983967, 1222.4448897795592, 1330.6613226452905, 1417.2344689378758, 1554.308617234469, 2773.547094188377, 3127.0541082164327, 3761.923847695391, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1474.9498997995993, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1474.9498997995993, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1474.9498997995993, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 962.7254509018036, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 955.5110220440882, 1453.306613226453, 2953.9078156312626, 969.939879759519, 1388.3767535070142, 1474.9498997995993, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933, 969.939879759519, 1388.3767535070142, 1467.7354709418837, 2888.9779559118238, 2968.3366733466933]",[]
643-79-8,"['amine_cn', 'aromatic_out_of_plane_ch', 'ketone_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'amide_cn', 'ester_co_c', 'carboxylic_acid_co']",[],"[623.6472945891784, 753.5070140280561, 804.0080160320641, 847.2945891783568, 1186.372745490982, 1265.7314629258517, 1388.3767535070142, 1575.9519038076153, 1713.0260521042085, 1756.312625250501, 2730.2605210420843, 2816.8336673346694, 3069.3386773547095]","[216.05351170568562, 254.18060200668896, 296.3210702341137]"
75-99-0,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alcohol_phenol_oh', 'alkyne_cc', 'thiol_sh', 'nitro_no2_sym', 'anhydride_co', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[623.6472945891784, 739.0781563126252, 818.4368737474949, 1027.6553106212425, 1107.0140280561122, 1157.5150300601204, 1345.0901803607214, 1424.4488977955912, 1496.5931863727455, 1648.0961923847697, 1842.885771543086, 2189.178356713427, 2701.4028056112224, 3372.3446893787577, 565.9318637274549, 652.5050100200401, 775.1503006012024, 1056.5130260521041, 1171.943887775551, 1316.2324649298598, 1727.4549098196394, 1770.741482965932, 2145.8917835671346, 2340.681362725451, 3004.4088176352707, 3574.3486973947897, 3733.066132264529, 436.07214428857714, 493.7875751503006, 594.7895791583167, 681.3627254509017, 739.0781563126252, 818.4368737474949, 1013.2264529058116, 1107.0140280561122, 1157.5150300601204, 1337.875751503006, 1431.6633266533067, 1482.1643286573146, 1619.2384769539078, 2052.104208416834, 2189.178356713427, 2571.543086172345, 2708.617234468938, 2953.9078156312626, 3466.1322645290584, 3776.3527054108217]",[]
107-06-2,"['amine_cn', 'aromatic_out_of_plane_ch', 'ether_co', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'aromatic_cc', 'amide_cn', 'ester_co_c', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[681.3627254509017, 724.6492985971944, 890.5811623246493, 1229.6593186372745, 1294.5891783567135, 1453.306613226453, 2888.9779559118238, 2982.7655310621244, 630.8617234468938, 760.7214428857715, 861.7234468937876, 919.438877755511, 1078.1563126252504, 1265.7314629258517, 1402.805611222445, 1597.5951903807616, 2571.543086172345, 2917.8356713426856, 3191.983967935872, 3747.49498997996, 731.8637274549098, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 681.3627254509017, 724.6492985971944, 890.5811623246493, 1229.6593186372745, 1294.5891783567135, 1453.306613226453, 2888.9779559118238, 2982.7655310621244, 681.3627254509017, 724.6492985971944, 890.5811623246493, 1229.6593186372745, 1294.5891783567135, 1453.306613226453, 2888.9779559118238, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 731.8637274549098, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 681.3627254509017, 724.6492985971944, 890.5811623246493, 1229.6593186372745, 1294.5891783567135, 1453.306613226453, 2888.9779559118238, 2982.7655310621244, 681.3627254509017, 724.6492985971944, 890.5811623246493, 1229.6593186372745, 1294.5891783567135, 1453.306613226453, 2888.9779559118238, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 731.8637274549098, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 666.9338677354709, 710.2204408817636, 760.7214428857715, 876.1523046092184, 1222.4448897795592, 1272.9458917835673, 1431.6633266533067, 2961.122244488978, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 731.8637274549098, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 731.8637274549098, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244, 688.5771543086173, 724.6492985971944, 890.5811623246493, 1236.8737474949899, 1294.5891783567135, 1453.306613226453, 2896.1923847695393, 2982.7655310621244]",[]
77-73-6,"['alkane_ch_sp3', 'amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'alkyl_halide_cI', 'alkyl_halide_cbr']",[],"[464.92985971943887, 587.5751503006012, 703.0060120240481, 731.8637274549098, 782.3647294589179, 840.0801603206413, 883.3667334669339, 969.939879759519, 1013.2264529058116, 1049.2985971943888, 1114.2284569138278, 1200.801603206413, 1280.1603206412826, 1323.4468937875752, 1381.1623246492986, 1417.2344689378758, 1474.9498997995993, 1662.5250501002004, 1951.1022044088177, 2867.3346693386775, 3018.8376753507014, 3119.8396793587176, 3184.7695390781564, 3336.2725450901803, 3372.3446893787577, 3769.138276553106, 472.1442885771543, 717.4348697394789, 796.7935871743487, 905.0100200400802, 1236.8737474949899, 1323.4468937875752, 1438.877755511022, 1597.5951903807616, 2953.9078156312626, 3040.4809619238476]",[]
74-98-6,"['alkane_ch_sp3', 'aromatic_out_of_plane_ch', 'aromatic_ch', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[1438.877755511022, 2953.9078156312626, 472.1442885771543, 659.7194388777555, 818.4368737474949, 969.939879759519, 1099.7995991983967, 1294.5891783567135, 1417.2344689378758, 1568.7374749498997, 2333.4669338677354, 2542.685370741483, 2694.188376753507, 3054.909819639279, 3761.923847695391]",[]
106-44-5,"['aromatic_ch', 'ether_co', 'aromatic_cc', 'amide_cn', 'thiol_sh', 'alkyl_halide_ccl', 'ester_co_c', 'aromatic_out_of_plane_ch', 'alcohol_phenol_oh', 'nitro_no2_sym', 'nitro_no2_asym', 'sulfone_so2', 'alkyl_halide_cbr', 'alkyl_halide_cI', 'sulfate_so4', 'alkane_ch_sp3', 'amine_cn', 'alkene_ch_sp2', 'carboxylic_acid_oh_broad']",[],"[703.0060120240481, 760.7214428857715, 876.1523046092184, 1135.871743486974, 1222.4448897795592, 1294.5891783567135, 1366.7334669338677, 1467.7354709418837, 1554.308617234469, 1684.1683366733466, 1799.5991983967936, 1943.8877755511023, 2650.9018036072143, 2903.4068136272545, 2975.551102204409, 3603.2064128256516, 3740.2805611222448, 3949.498997995992, 443.2865731462926, 486.5731462925852, 529.8597194388777, 681.3627254509017, 717.4348697394789, 782.3647294589179, 897.7955911823647, 969.939879759519, 1078.1563126252504, 1128.6573146292585, 1193.5871743486973, 1309.0180360721442, 1402.805611222445, 1482.1643286573146, 1575.9519038076153, 1713.0260521042085, 1806.8136272545091, 1951.1022044088177, 2037.6753507014027, 2391.1823647294586, 2528.2565130260523, 2759.118236472946, 2888.9779559118238, 2989.9799599198395, 3098.1963927855713, 3581.563126252505, 3783.5671342685373, 486.5731462925852, 717.4348697394789, 796.7935871743487, 1085.370741482966, 1157.5150300601204, 1236.8737474949899, 1316.2324649298598, 1424.4488977955912, 1511.0220440881765, 1597.5951903807616, 2917.8356713426856, 3018.8376753507014, 3639.2785571142285]","[230.10033444816054, 278.2608695652174]"
115-07-1,"['alkane_ch_sp3', 'amine_cn', 'alkene_cc', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_ccl', 'amide_co', 'alkyl_halide_cI', 'alkyl_halide_cbr', 'sulfate_so4']",[],"[472.1442885771543, 674.1482965931864, 969.939879759519, 1121.442885771543, 1265.7314629258517, 1554.308617234469, 1698.5971943887776, 2362.3246492985973, 3047.695390781563, 3776.3527054108217, 457.71543086172346, 551.5030060120241, 905.0100200400802, 1388.3767535070142, 1431.6633266533067, 1640.881763527054, 1835.6713426853707, 2910.62124248497, 2953.9078156312626, 3076.553106212425]",[]
74-82-8,"['alkane_ch_sp3', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'ether_co', 'carboxylic_acid_oh_broad', 'sulfone_so2', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[464.92985971943887, 1114.2284569138278, 1251.302605210421, 1280.1603206412826, 1323.4468937875752, 1518.2364729458918, 2398.396793587174, 2845.691382765531, 2874.5490981963926, 2896.1923847695393, 2917.8356713426856, 2939.478957915832, 2982.7655310621244, 3033.2665330661325, 3069.3386773547095, 3090.9819639278558, 3134.2685370741483, 3783.5671342685373, 1229.6593186372745, 1265.7314629258517, 1294.5891783567135, 1345.0901803607214, 2867.3346693386775, 2917.8356713426856, 2982.7655310621244, 3004.4088176352707, 3062.124248496994, 3920.6412825651305]",[]
75-00-3,"['amine_cn', 'aromatic_out_of_plane_ch', 'nitro_no2_sym', 'alkene_out_of_plane_ch', 'nitro_no2_asym', 'ether_co', 'aromatic_cc', 'alkyl_halide_ccl', 'carboxylic_acid_oh_broad', 'amide_cn', 'alkyl_halide_cI', 'sulfate_so4']",[],"[472.1442885771543, 717.4348697394789, 868.937875751503, 1128.6573146292585, 1359.5190380761524, 1424.4488977955912, 1547.0941883767534, 2369.539078156313, 2585.9719438877755, 2787.9759519038075, 2910.62124248497, 3119.8396793587176, 3783.5671342685373, 674.1482965931864, 782.3647294589179, 955.5110220440882, 1229.6593186372745, 1272.9458917835673, 1438.877755511022, 2874.5490981963926, 2997.194388777555]",[]
57-06-7,"['amine_cn', 'aromatic_out_of_plane_ch', 'benzene_ring_breathing', 'alkene_cc', 'nitro_no2_sym', 'aromatic_ch', 'alkene_ch_sp2', 'alkene_out_of_plane_ch', 'ether_co', 'aromatic_cc', 'carboxylic_acid_oh_broad', 'alkyl_halide_cbr', 'alkyl_halide_ccl', 'sulfone_so2', 'amide_cn', 'ester_co_c', 'amide_co', 'sulfate_so4']",[],"[616.4328657314629, 818.4368737474949, 883.3667334669339, 955.5110220440882, 1006.0120240480962, 1056.5130260521041, 1157.5150300601204, 1258.5170340681361, 1381.1623246492986, 1460.5210420841684, 1619.2384769539078, 1669.739478957916, 1893.3867735470942, 2441.6833667334668, 2715.831663326653, 2881.763527054108, 2961.122244488978, 3047.695390781563, 3653.7074148296592, 717.4348697394789, 912.2244488977956, 1316.2324649298598, 1438.877755511022, 2037.6753507014027, 2160.3206412825652, 2917.8356713426856]",[]
